Order_Date;Ship_Date;Ship_Mode;Customer_ID;Segment;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;shipping_costs;number_of_products_in_warehouse;production_costs_per_unit
17.09.2016;23.09.2016;Standard Class;PF-19120;Consumer;New York City;New York;10035.0;East;TEC-AC-10003033;Technology;Accessories;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;659.9;18;197;15
17.09.2016;23.09.2016;Standard Class;PF-19120;Consumer;New York City;New York;10035.0;East;OFF-PA-10004071;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;110.96;28;2;17
17.09.2016;23.09.2016;Standard Class;PF-19120;Consumer;New York City;New York;10035.0;East;TEC-PH-10000169;Technology;Phones;ARKON Windshield Dashboard Air Vent Car Mount Holder;67.8;13;243;285
26.11.2017;30.11.2017;Second Class;DK-13225;Corporate;New York City;New York;10011.0;East;FUR-TA-10002958;Furniture;Tables;Bevis Oval Conference Table, Walnut;313.176;7;5;37
19.11.2018;22.11.2018;Second Class;RB-19435;Consumer;Springfield;Virginia;22153.0;South;OFF-AR-10001177;Office Supplies;Art;Newell 349;22.96;7;2;3
03.06.2018;08.06.2018;Standard Class;GD-14590;Corporate;Bellingham;Washington;98226.0;West;TEC-AC-10004975;Technology;Accessories;Plantronics Audio 995 Wireless Stereo Headset;1099.5;9;3;23
08.04.2015;12.04.2015;Standard Class;RA-19885;Corporate;Decatur;Alabama;35601.0;South;FUR-TA-10001086;Furniture;Tables;SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine;1215.92;32;1;27
11.10.2015;15.10.2015;Standard Class;DB-13555;Corporate;Fayetteville;Arkansas;72701.0;South;OFF-LA-10000240;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal;Jul 31;6;250;2
11.10.2015;15.10.2015;Standard Class;DB-13555;Corporate;Fayetteville;Arkansas;72701.0;South;FUR-FU-10002107;Furniture;Furnishings;Eldon Pizzaz Desk Accessories;Aug 92;16;12;18
07.07.2018;09.07.2018;First Class;RL-19615;Consumer;Philadelphia;Pennsylvania;19120.0;East;FUR-BO-10001519;Furniture;Bookcases;OSullivan 3-Shelf Heavy-Duty Bookcases;87.21;14;7;21
07.07.2018;09.07.2018;First Class;RL-19615;Consumer;Philadelphia;Pennsylvania;19120.0;East;OFF-PA-10004100;Office Supplies;Paper;Xerox 216;15.552;15;99;1
07.07.2018;09.07.2018;First Class;RL-19615;Consumer;Philadelphia;Pennsylvania;19120.0;East;TEC-PH-10001363;Technology;Phones;Apple iPhone 5S;683.988;10;21;176
07.07.2018;09.07.2018;First Class;RL-19615;Consumer;Philadelphia;Pennsylvania;19120.0;East;OFF-ST-10004835;Office Supplies;Storage;Plastic Stacking Crates & Casters;13.392;10;1;1
07.07.2018;09.07.2018;First Class;RL-19615;Consumer;Philadelphia;Pennsylvania;19120.0;East;TEC-AC-10002018;Technology;Accessories;AmazonBasics 3-Button USB Wired Mouse;16.776;2;1031;12
07.07.2018;09.07.2018;First Class;RL-19615;Consumer;Philadelphia;Pennsylvania;19120.0;East;TEC-AC-10003033;Technology;Accessories;Plantronics CS510 - Over-the-Head monaural Wireless Headset System;527.92;9;1;80
04.07.2017;04.07.2017;Same Day;RB-19465;Home Office;Seattle;Washington;98103.0;West;FUR-FU-10000221;Furniture;Furnishings;Master Caster Door Stop, Brown;25. Apr;0;2;9
04.07.2017;04.07.2017;Same Day;RB-19465;Home Office;Seattle;Washington;98103.0;West;TEC-PH-10001198;Technology;Phones;Avaya 4621SW VoIP phone;177.48;6;3;16
04.07.2017;04.07.2017;Same Day;RB-19465;Home Office;Seattle;Washington;98103.0;West;TEC-PH-10002564;Technology;Phones;OtterBox Defender Series Case - Samsung Galaxy S4;71.976;51;1;17
19.05.2018;25.05.2018;Standard Class;JF-15295;Consumer;Plano;Texas;75023.0;Central;TEC-PH-10003811;Technology;Phones;Jabra Supreme Plus Driver Edition Headset;95.992;6;0;5
19.05.2018;25.05.2018;Standard Class;JF-15295;Consumer;Plano;Texas;75023.0;Central;OFF-LA-10004178;Office Supplies;Labels;Avery 491;13.216;4;2;2
12.10.2018;14.10.2018;Second Class;RW-19690;Consumer;Los Angeles;California;90049.0;West;TEC-AC-10001465;Technology;Accessories;SanDisk Cruzer 64 GB USB Flash Drive;435.84;7;68;54
12.10.2018;14.10.2018;Second Class;RW-19690;Consumer;Los Angeles;California;90049.0;West;OFF-AR-10000940;Office Supplies;Art;Newell 343;Mai 88;12;12;11
06.08.2017;13.08.2017;Standard Class;VG-21790;Consumer;Los Angeles;California;90032.0;West;TEC-PH-10001700;Technology;Phones;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;211.168;7;6;23
25.08.2015;29.08.2015;Standard Class;JM-15265;Corporate;Los Angeles;California;90036.0;West;FUR-FU-10000771;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Smoke;Jun 28;7;13;100
25.08.2015;29.08.2015;Standard Class;JM-15265;Corporate;Los Angeles;California;90036.0;West;TEC-AC-10002399;Technology;Accessories;SanDisk Cruzer 32 GB USB Flash Drive;95.1;5;1;27
25.08.2015;29.08.2015;Standard Class;JM-15265;Corporate;Los Angeles;California;90036.0;West;OFF-PA-10004983;Office Supplies;Paper;Xerox 23;25.92;11;2;11
25.08.2015;29.08.2015;Standard Class;JM-15265;Corporate;Los Angeles;California;90036.0;West;OFF-ST-10004258;Office Supplies;Storage;Portable Personal File Box;48.84;14;105;12
14.09.2016;18.09.2016;Second Class;BE-11455;Home Office;Des Moines;Iowa;50315.0;Central;OFF-BI-10004040;Office Supplies;Binders;Wilson Jones Impact Binders;25. Sep;4;10;172
05.03.2018;05.03.2018;Same Day;CB-12535;Corporate;Southaven;Mississippi;38671.0;South;OFF-EN-10003862;Office Supplies;Envelopes;Laser & Ink Jet Business Envelopes;42.68;8;8;14
05.03.2018;05.03.2018;Same Day;CB-12535;Corporate;Southaven;Mississippi;38671.0;South;TEC-AC-10004571;Technology;Accessories;Logitech G700s Rechargeable Gaming Mouse;299.97;10;37;13
05.03.2018;05.03.2018;Same Day;CB-12535;Corporate;Southaven;Mississippi;38671.0;South;OFF-AP-10000891;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;262.24;11;327;1
05.03.2018;05.03.2018;Same Day;CB-12535;Corporate;Southaven;Mississippi;38671.0;South;OFF-BI-10002026;Office Supplies;Binders;Ibico Recycled Linen-Style Covers;234.36;5;1;61
15.04.2018;21.04.2018;Standard Class;SD-20485;Home Office;Houston;Texas;77041.0;Central;OFF-PA-10001826;Office Supplies;Paper;Xerox 207;20.736;3;12;2
30.03.2015;31.03.2015;First Class;SG-20890;Corporate;New York City;New York;10009.0;East;OFF-AR-10001231;Office Supplies;Art;Sanford EarthWrite Recycled Pencils, Medium Soft, #2;10. Mai;104;1;50
11.11.2015;15.11.2015;Second Class;TS-21430;Corporate;Reading;Pennsylvania;19601.0;East;FUR-FU-10000409;Furniture;Furnishings;GE 4 Foot Flourescent Tube, 40 Watt;23.968;8;1;170
11.11.2015;15.11.2015;Second Class;TS-21430;Corporate;Reading;Pennsylvania;19601.0;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;521.96;56;1;215
12.03.2017;15.03.2017;Second Class;DK-13225;Corporate;San Francisco;California;94109.0;West;OFF-ST-10002756;Office Supplies;Storage;Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24 Deep, Sand;676.55;11;1;259
12.03.2017;15.03.2017;Second Class;DK-13225;Corporate;San Francisco;California;94109.0;West;OFF-AP-10003842;Office Supplies;Appliances;Euro-Pro Shark Turbo Vacuum;154.9;11;2;29
12.03.2017;15.03.2017;Second Class;DK-13225;Corporate;San Francisco;California;94109.0;West;OFF-EN-10004459;Office Supplies;Envelopes;Security-Tint Envelopes;30.56;5;1;1
12.03.2017;15.03.2017;Second Class;DK-13225;Corporate;San Francisco;California;94109.0;West;FUR-CH-10003746;Furniture;Chairs;Hon 4070 Series Pagoda Round Back Stacking Chairs;770.352;35;1;4
09.02.2018;14.02.2018;Second Class;ML-17395;Corporate;Los Angeles;California;90045.0;West;FUR-FU-10003142;Furniture;Furnishings;Master Big Foot Doorstop, Beige;21. Dez;4;439;17
11.11.2015;13.11.2015;Second Class;MA-17560;Home Office;Los Angeles;California;90004.0;West;TEC-PH-10001425;Technology;Phones;Mophie Juice Pack Helium for iPhone;575.928;12;2;24
11.11.2015;13.11.2015;Second Class;MA-17560;Home Office;Los Angeles;California;90004.0;West;OFF-AP-10001626;Office Supplies;Appliances;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;Jul 78;5;115;54
11.11.2015;13.11.2015;Second Class;MA-17560;Home Office;Los Angeles;California;90004.0;West;OFF-PA-10003625;Office Supplies;Paper;Xerox 1979;123.92;7;23;12
20.08.2018;25.08.2018;Standard Class;LR-17035;Corporate;San Francisco;California;94109.0;West;OFF-SU-10004768;Office Supplies;Supplies;Acme Kleencut Forged Steel Scissors;17.22;8;92;1
20.08.2018;25.08.2018;Standard Class;LR-17035;Corporate;San Francisco;California;94109.0;West;OFF-ST-10000777;Office Supplies;Storage;Companion Letter/Legal File, Black;226.56;10;28;22
20.08.2018;25.08.2018;Standard Class;LR-17035;Corporate;San Francisco;California;94109.0;West;TEC-PH-10003171;Technology;Phones;Plantronics Encore H101 Dual Earpieces Headset;107.88;9;20;39
15.01.2017;17.01.2017;First Class;BE-11335;Home Office;New York City;New York;10009.0;East;OFF-PA-10001033;Office Supplies;Paper;Xerox 1893;81.98;5;97;18
20.07.2015;22.07.2015;First Class;CC-12145;Consumer;San Diego;California;92105.0;West;OFF-PA-10000418;Office Supplies;Paper;Xerox 189;104.85;5;37;39
20.07.2015;22.07.2015;First Class;CC-12145;Consumer;San Diego;California;92105.0;West;OFF-BI-10001982;Office Supplies;Binders;Wilson Jones Custom Binder Spines & Labels;8.704;3;1;1
20.07.2015;22.07.2015;First Class;CC-12145;Consumer;San Diego;California;92105.0;West;OFF-PA-10002230;Office Supplies;Paper;Xerox 1897;19.92;3;1;2
20.07.2015;22.07.2015;First Class;CC-12145;Consumer;San Diego;California;92105.0;West;FUR-FU-10003577;Furniture;Furnishings;Nu-Dell Leatherette Frames;43.02;9;1;25
06.02.2018;11.02.2018;Standard Class;BD-11770;Consumer;New York City;New York;10024.0;East;FUR-BO-10001811;Furniture;Bookcases;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;240.784;16;1;169
25.12.2016;29.12.2016;Standard Class;JK-15640;Home Office;New York City;New York;10011.0;East;OFF-AP-10003779;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;414.96;14;2;150
08.10.2017;13.10.2017;Standard Class;DB-13615;Consumer;Charlotte;North Carolina;28205.0;South;OFF-ST-10000676;Office Supplies;Storage;Fellowes Econo/Stor Drawers;387.72;14;6;144
13.07.2018;17.07.2018;Standard Class;RR-19525;Corporate;Overland Park;Kansas;66212.0;Central;OFF-ST-10001496;Office Supplies;Storage;Standard Rollaway File with Lock;360.38;49;2;42
13.07.2018;17.07.2018;Standard Class;RR-19525;Corporate;Overland Park;Kansas;66212.0;Central;OFF-PA-10003673;Office Supplies;Paper;Strathmore Photo Mount Cards;13.56;9;59;15
24.04.2018;25.04.2018;First Class;SV-20935;Consumer;Mesa;Arizona;85204.0;West;TEC-PH-10004614;Technology;Phones;AT&T 841000 Phone;552.0;12;8;17
07.09.2015;13.09.2015;Standard Class;RB-19465;Home Office;Tulsa;Oklahoma;74133.0;Central;FUR-TA-10001039;Furniture;Tables;KI Adjustable-Height Table;429.9;14;6;83
07.09.2015;13.09.2015;Standard Class;RB-19465;Home Office;Tulsa;Oklahoma;74133.0;Central;OFF-BI-10000474;Office Supplies;Binders;Avery Recycled Flexi-View Covers for Binding Systems;32.06;7;58;2
07.09.2015;13.09.2015;Standard Class;RB-19465;Home Office;Tulsa;Oklahoma;74133.0;Central;FUR-CH-10004698;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;161.96;13;1;15
07.09.2015;13.09.2015;Standard Class;RB-19465;Home Office;Tulsa;Oklahoma;74133.0;Central;OFF-ST-10003327;Office Supplies;Storage;Akro-Mils 12-Gallon Tote;19.86;10;1;3
21.11.2017;28.11.2017;Standard Class;MV-18190;Consumer;New York City;New York;10035.0;East;OFF-PA-10000232;Office Supplies;Paper;Xerox 1975;Dez 96;5;267;26
16.09.2018;18.09.2018;Second Class;EH-14185;Consumer;Philadelphia;Pennsylvania;19143.0;East;OFF-PA-10003657;Office Supplies;Paper;Xerox 1927;20.544;9;1;53
19.07.2017;25.07.2017;Standard Class;JS-16030;Consumer;Hattiesburg;Mississippi;39401.0;South;FUR-FU-10001185;Furniture;Furnishings;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;185.58;10;34;91
19.07.2017;25.07.2017;Standard Class;JS-16030;Consumer;Hattiesburg;Mississippi;39401.0;South;OFF-BI-10003007;Office Supplies;Binders;Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2 x 11;77.56;9;43;25
19.07.2017;25.07.2017;Standard Class;JS-16030;Consumer;Hattiesburg;Mississippi;39401.0;South;OFF-ST-10002485;Office Supplies;Storage;Rogers Deluxe File Chest;87.92;6;43;11
19.07.2017;25.07.2017;Standard Class;JS-16030;Consumer;Hattiesburg;Mississippi;39401.0;South;OFF-PA-10001033;Office Supplies;Paper;Xerox 1893;245.94;19;3;16
19.07.2017;25.07.2017;Standard Class;JS-16030;Consumer;Hattiesburg;Mississippi;39401.0;South;OFF-BI-10000404;Office Supplies;Binders;Avery Printable Repositionable Plastic Tabs;08. Jun;7;151;5
19.07.2017;25.07.2017;Standard Class;JS-16030;Consumer;Hattiesburg;Mississippi;39401.0;South;FUR-BO-10003546;Furniture;Bookcases;Hon 4-Shelf Metal Bookcases;504.9;13;24;14
15.09.2018;21.09.2018;Standard Class;ES-14020;Consumer;Los Angeles;California;90049.0;West;OFF-BI-10004390;Office Supplies;Binders;GBC DocuBind 200 Manual Binding Machine;2.357.488;78;2;28
15.09.2018;21.09.2018;Standard Class;ES-14020;Consumer;Los Angeles;California;90049.0;West;TEC-PH-10001700;Technology;Phones;Panasonic KX-TG6844B Expandable Digital Cordless Telephone;369.544;14;1;40
15.09.2018;21.09.2018;Standard Class;ES-14020;Consumer;Los Angeles;California;90049.0;West;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;184.752;10;1;47
11.12.2017;11.12.2017;Same Day;NS-18640;Corporate;Columbus;Ohio;43229.0;East;OFF-ST-10001558;Office Supplies;Storage;Acco Perma 4000 Stacking Storage Drawers;64.96;10;1;1
11.12.2017;11.12.2017;Same Day;NS-18640;Corporate;Columbus;Ohio;43229.0;East;OFF-SU-10004782;Office Supplies;Supplies;Elite 5 Scissors;13.52;10;35;8
11.12.2017;11.12.2017;Same Day;NS-18640;Corporate;Columbus;Ohio;43229.0;East;FUR-CH-10003298;Furniture;Chairs;Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal;458.43;44;1;128
11.12.2017;11.12.2017;Same Day;NS-18640;Corporate;Columbus;Ohio;43229.0;East;OFF-AP-10000576;Office Supplies;Appliances;Belkin 325VA UPS Surge Protector, 6;387.136;56;2;41
11.12.2017;11.12.2017;Same Day;NS-18640;Corporate;Columbus;Ohio;43229.0;East;FUR-TA-10003008;Furniture;Tables;Lesro Round Back Collection Coffee Table, End Table;328.59;37;100;19
10.12.2015;14.12.2015;Standard Class;SH-19975;Corporate;Caldwell;Idaho;83605.0;West;FUR-CH-10001708;Furniture;Chairs;Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back;338.352;19;82;93
10.12.2015;14.12.2015;Standard Class;SH-19975;Corporate;Caldwell;Idaho;83605.0;West;OFF-PA-10000019;Office Supplies;Paper;Xerox 1931;25.92;10;1;177
10.12.2015;14.12.2015;Standard Class;SH-19975;Corporate;Caldwell;Idaho;83605.0;West;OFF-PA-10002222;Office Supplies;Paper;Xerox Color Copier Paper, 11 x 17, Ream;91.36;37;0;1
13.12.2015;17.12.2015;Standard Class;RF-19345;Corporate;Phoenix;Arizona;85023.0;West;FUR-FU-10002553;Furniture;Furnishings;Electrix Incandescent Magnifying Lamp, Black;87.96;12;1;10
13.12.2015;17.12.2015;Standard Class;RF-19345;Corporate;Phoenix;Arizona;85023.0;West;OFF-BI-10002103;Office Supplies;Binders;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;5.214;12;2;6
21.09.2018;27.09.2018;Standard Class;DL-12865;Consumer;Miami;Florida;33142.0;South;OFF-BI-10002794;Office Supplies;Binders;Avery Trapezoid Ring Binder, 3 Capacity, Black, 1040 sheets;12.294;15;5;3
07.09.2018;11.09.2018;Standard Class;AG-10390;Consumer;Los Angeles;California;90004.0;West;FUR-FU-10002597;Furniture;Furnishings;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;19.76;14;14;19
02.11.2016;07.11.2016;Standard Class;SW-20245;Consumer;Troy;New York;12180.0;East;FUR-CH-10003535;Furniture;Chairs;Global Armless Task Chair, Royal Blue;109.764;11;1;29
11.12.2018;18.12.2018;Standard Class;KN-16390;Corporate;New Bedford;Massachusetts;2740.0;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;128.85;4;12;31
01.04.2018;03.04.2018;First Class;GB-14530;Corporate;Florence;South Carolina;29501.0;South;FUR-FU-10004006;Furniture;Furnishings;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;127.95;10;1;10
30.12.2016;03.01.2017;Standard Class;CL-12565;Consumer;Los Angeles;California;90049.0;West;OFF-PA-10000595;Office Supplies;Paper;Xerox 1929;68.52;1;7;2
30.12.2016;03.01.2017;Standard Class;CL-12565;Consumer;Los Angeles;California;90049.0;West;OFF-ST-10000798;Office Supplies;Storage;2300 Heavy-Duty Transfer File Systems by Perma;74.94;4;4;11
30.12.2016;03.01.2017;Standard Class;CL-12565;Consumer;Los Angeles;California;90049.0;West;TEC-MA-10004002;Technology;Machines;Zebra GX420t Direct Thermal/Thermal Transfer Printer;2548.56;56;1;474
30.12.2016;03.01.2017;Standard Class;CL-12565;Consumer;Los Angeles;California;90049.0;West;OFF-EN-10003296;Office Supplies;Envelopes;Tyvek Side-Opening Peel & Seel Expanding Envelopes;271.44;119;1;95
30.12.2016;03.01.2017;Standard Class;CL-12565;Consumer;Los Angeles;California;90049.0;West;TEC-PH-10004345;Technology;Phones;Cisco SPA 502G IP Phone;287.88;9;2;6
10.03.2017;11.03.2017;First Class;KF-16285;Home Office;Los Angeles;California;90008.0;West;OFF-PA-10004405;Office Supplies;Paper;Rediform Voice Mail Log Books;14. Sep;4;23;1
10.03.2017;11.03.2017;First Class;KF-16285;Home Office;Los Angeles;California;90008.0;West;TEC-PH-10002885;Technology;Phones;Apple iPhone 5;4.158.912;6;1;487
06.04.2015;12.04.2015;Standard Class;AY-10555;Corporate;Los Angeles;California;90049.0;West;FUR-FU-10000747;Furniture;Furnishings;Tenex B1-RE Series Chair Mats for Low Pile Carpets;91.96;25;979;232
06.04.2015;12.04.2015;Standard Class;AY-10555;Corporate;Los Angeles;California;90049.0;West;FUR-FU-10001918;Furniture;Furnishings;C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings;33.11;15;4;115
06.04.2015;12.04.2015;Standard Class;AY-10555;Corporate;Los Angeles;California;90049.0;West;OFF-PA-10003309;Office Supplies;Paper;Xerox 211;19.44;10;28;11
06.04.2015;12.04.2015;Standard Class;AY-10555;Corporate;Los Angeles;California;90049.0;West;OFF-PA-10001977;Office Supplies;Paper;Xerox 194;55.48;34;52;11
05.10.2015;10.10.2015;Second Class;BD-11635;Consumer;Columbus;Ohio;43229.0;East;OFF-AP-10002892;Office Supplies;Appliances;Belkin F5C206VTEL 6 Outlet Surge;91.92;13;21;26
13.08.2017;13.08.2017;Same Day;HG-15025;Consumer;Kenner;Louisiana;70065.0;South;OFF-AP-10002222;Office Supplies;Appliances;Staple holder;17.34;10;1;2
13.08.2017;13.08.2017;Same Day;HG-15025;Consumer;Kenner;Louisiana;70065.0;South;TEC-AC-10000158;Technology;Accessories;Sony 64GB Class 10 Micro SDHC R40 Memory Card;71.98;5;14;19
17.11.2015;21.11.2015;Standard Class;CB-12025;Consumer;Cedar Hill;Texas;75104.0;Central;OFF-EN-10002600;Office Supplies;Envelopes;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2;07. Aug;2;0;1
24.04.2018;27.04.2018;First Class;LS-16945;Corporate;Providence;Rhode Island;2908.0;East;TEC-AC-10004855;Technology;Accessories;V7 USB Numeric Keypad;69.98;8;13;2
24.08.2018;26.08.2018;Second Class;DM-13015;Consumer;Lancaster;Ohio;43130.0;East;OFF-AP-10000938;Office Supplies;Appliances;Avanti 1.7 Cu. Ft. Refrigerator;646.272;12;2;8
24.08.2018;26.08.2018;Second Class;DM-13015;Consumer;Lancaster;Ohio;43130.0;East;OFF-PA-10002195;Office Supplies;Paper;Xerox 1966;10.368;4;155;1
23.02.2018;02.03.2018;Standard Class;AC-10615;Corporate;Seattle;Washington;98115.0;West;OFF-FA-10002701;Office Supplies;Fasteners;Alliance Rubber Bands;08. Apr;11;39;12
23.02.2018;02.03.2018;Standard Class;AC-10615;Corporate;Seattle;Washington;98115.0;West;TEC-PH-10003589;Technology;Phones;invisibleSHIELD by ZAGG Smudge-Free Screen Protector;71.96;12;1;11
19.11.2017;21.11.2017;First Class;LT-17110;Consumer;Jacksonville;North Carolina;28540.0;South;OFF-AR-10003752;Office Supplies;Art;Deluxe Chalkboard Eraser Cleaner;18.48;14;1;1
14.11.2017;15.11.2017;First Class;TB-21250;Consumer;Los Angeles;California;90049.0;West;OFF-AR-10003829;Office Supplies;Art;Newell 35;Sep 84;21;60;5
06.07.2018;06.07.2018;Same Day;AH-10585;Consumer;Miami;Florida;33142.0;South;FUR-CH-10000155;Furniture;Chairs;Global Comet Stacking Armless Chair;239.24;11;2527;71
25.12.2017;01.01.2018;Standard Class;SS-20140;Corporate;Nashua;New Hampshire;3060.0;East;FUR-FU-10003142;Furniture;Furnishings;Master Big Foot Doorstop, Beige;21. Dez;8;108;4
23.04.2018;25.04.2018;First Class;TD-20995;Consumer;New York City;New York;10011.0;East;OFF-SU-10001218;Office Supplies;Supplies;Fiskars Softgrip Scissors;54.9;6;10;14
14.12.2016;18.12.2016;Standard Class;PP-18955;Home Office;Los Angeles;California;90036.0;West;FUR-FU-10002963;Furniture;Furnishings;Master Caster Door Stop, Gray;15.24;5;1;18
19.04.2016;25.04.2016;Standard Class;PG-18820;Consumer;Carrollton;Texas;75007.0;Central;OFF-AP-10002578;Office Supplies;Appliances;Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote;19.568;5;2;4
19.04.2016;25.04.2016;Standard Class;PG-18820;Consumer;Carrollton;Texas;75007.0;Central;OFF-BI-10003925;Office Supplies;Binders;Fellowes PB300 Plastic Comb Binding Machine;310.392;10;4;41
04.09.2017;08.09.2017;Standard Class;AA-10645;Consumer;Georgetown;Kentucky;40324.0;South;FUR-FU-10003347;Furniture;Furnishings;Coloredge Poster Frame;42.6;9;1;2
04.09.2017;08.09.2017;Standard Class;AA-10645;Consumer;Georgetown;Kentucky;40324.0;South;OFF-BI-10000315;Office Supplies;Binders;Poly Designer Cover & Back;113.94;7;10;15
04.09.2017;08.09.2017;Standard Class;AA-10645;Consumer;Georgetown;Kentucky;40324.0;South;OFF-ST-10002583;Office Supplies;Storage;Fellowes Neat Ideas Storage Cubes;129.92;11;8;61
04.09.2017;08.09.2017;Standard Class;AA-10645;Consumer;Georgetown;Kentucky;40324.0;South;OFF-AR-10003469;Office Supplies;Art;Nontoxic Chalk;Mai 28;8;7;2
24.09.2018;29.09.2018;Standard Class;FA-14230;Corporate;Los Angeles;California;90008.0;West;TEC-PH-10001817;Technology;Phones;Wilson Electronics DB Pro Signal Booster;859.2;6;1;124
24.09.2018;29.09.2018;Standard Class;FA-14230;Corporate;Los Angeles;California;90008.0;West;TEC-MA-10001031;Technology;Machines;Socket Bluetooth Cordless Hand Scanner (CHS);506.28;667;1;18
04.02.2017;08.02.2017;Standard Class;TB-21520;Consumer;Sierra Vista;Arizona;85635.0;West;FUR-FU-10002088;Furniture;Furnishings;Nu-Dell Float Frame 11 x 14 1/2;14.368;5;8;63
19.05.2018;24.05.2018;Second Class;AH-10075;Corporate;Knoxville;Tennessee;37918.0;South;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;314.352;168;1;55
19.05.2018;24.05.2018;Second Class;AH-10075;Corporate;Knoxville;Tennessee;37918.0;South;OFF-PA-10001526;Office Supplies;Paper;Xerox 1949;27.888;32;26;2
03.09.2016;08.09.2016;Standard Class;CP-12085;Corporate;Tucson;Arizona;85705.0;West;FUR-FU-10002937;Furniture;Furnishings;GE 48 Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box;238.152;9;23;8
09.06.2017;16.06.2017;Standard Class;BF-11215;Home Office;Minneapolis;Minnesota;55407.0;Central;FUR-TA-10001771;Furniture;Tables;Bush Cubix Conference Tables, Fully Assembled;692.94;9;0;136
07.11.2016;11.11.2016;Standard Class;CP-12340;Corporate;Miami;Florida;33142.0;South;OFF-BI-10003305;Office Supplies;Binders;Avery Hanging File Binders;16.146;11;46;6
07.11.2016;11.11.2016;Standard Class;CP-12340;Corporate;Miami;Florida;33142.0;South;OFF-BI-10001359;Office Supplies;Binders;GBC DocuBind TL300 Electric Binding System;1.345.485;76;1;114
15.06.2017;18.06.2017;First Class;LS-17245;Consumer;Houston;Texas;77036.0;Central;OFF-PA-10000483;Office Supplies;Paper;Xerox 19;173.488;11;1034;15
25.04.2016;30.04.2016;Standard Class;TS-21655;Consumer;Milwaukee;Wisconsin;53209.0;Central;OFF-AR-10000658;Office Supplies;Art;Newell 324;57.75;6;1;13
25.04.2016;30.04.2016;Standard Class;TS-21655;Consumer;Milwaukee;Wisconsin;53209.0;Central;OFF-AP-10001205;Office Supplies;Appliances;Belkin 5 Outlet SurgeMaster Power Centers;272.4;105;1;12
23.09.2017;26.09.2017;Second Class;JS-15940;Home Office;Lancaster;Ohio;43130.0;East;OFF-PA-10002586;Office Supplies;Paper;Xerox 1970;11.952;11;17;24
23.09.2017;26.09.2017;Second Class;JS-15940;Home Office;Lancaster;Ohio;43130.0;East;FUR-FU-10004963;Furniture;Furnishings;Eldon 400 Class Desk Accessories, Black Carbon;28.0;3;4;13
23.09.2017;26.09.2017;Second Class;JS-15940;Home Office;Lancaster;Ohio;43130.0;East;OFF-BI-10002071;Office Supplies;Binders;Fellowes Black Plastic Comb Bindings;12.201;6;2;2
18.08.2017;20.08.2017;First Class;NF-18385;Consumer;Edinburg;Texas;78539.0;Central;OFF-BI-10001617;Office Supplies;Binders;GBC Wire Binding Combs;2.068;11;107;1
18.08.2017;20.08.2017;First Class;NF-18385;Consumer;Edinburg;Texas;78539.0;Central;OFF-PA-10004665;Office Supplies;Paper;Advantus Motivational Note Cards;83.84;10;14;24
02.03.2015;08.03.2015;Standard Class;KN-16705;Home Office;New York City;New York;10009.0;East;OFF-EN-10001990;Office Supplies;Envelopes;Staple envelope;Nov 36;5;1;1
02.03.2015;08.03.2015;Standard Class;KN-16705;Home Office;New York City;New York;10009.0;East;OFF-PA-10000587;Office Supplies;Paper;Array Parchment Paper, Assorted Colors;36.4;2;1;17
30.12.2015;03.01.2016;Standard Class;GA-14725;Consumer;Philadelphia;Pennsylvania;19120.0;East;TEC-AC-10004859;Technology;Accessories;Maxell Pro 80 Minute CD-R, 10/Pack;27.968;6;18;0
